State,County,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Texas,Taylor,10/12/2022,EA H5,Mallard,Wild bird,Morbidity/Mortality,Private (non-government) submission
Utah,Davis,11/14/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Davis,11/14/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,11/14/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,11/14/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,11/14/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Davis,11/14/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Box Elder,11/14/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,UT DWR
Utah,Salt Lake,11/14/2022,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Virginia,Chesterfield,10/19/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,USFWS National Forensics Lab
Virginia,Chesterfield,10/19/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,USFWS National Forensics Lab
Virginia,Chesterfield,10/19/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,USFWS National Forensics Lab
Washington,Pacific,10/31/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Snohomish,11/08/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,King,11/17/2022,EA/AM H5N1,Bufflehead,Wild bird,Morbidity/Mortality,WA DFW
Wyoming,Johnson,10/31/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Albany,11/03/2022,EA/AM H5N1,Owl (unidentified),Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Laramie,11/10/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Fremont,11/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Park,11/16/2022,EA H5N1,Golden eagle,Wild bird,Morbidity/Mortality,WY GFD
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American wigeon,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American wigeon,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American wigeon,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,American wigeon,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Texas,Orange,11/21/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter Harvest,NWDP
Georgia,Stewart,11/23/2022,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5,American wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5,American wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5,Cinnamon teal,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5,American wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter Harvest,NWDP
Nevada,Mineral,11/25/2022,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Nevada,Mineral,11/25/2022,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Tennessee,Cumberland,11/25/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Rhode Island,Washington,11/25/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Tennessee,Anderson,11/28/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Florida,Orange,11/17/2022,EA/AM H5N1,Double-crested cormorant,Wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Snohomish,11/17/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Michigan,Houghton,11/17/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Mackinac,09/29/2022,EA H5N1,Sandhill crane,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Newaygo,09/29/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Delta,09/29/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Oregon,Harney,08/05/2022,EA H5N1,Cinnamon teal,Wild bird,Live bird,OR DFW
Michigan,Macomb,09/29/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,MI DNR
Colorado,Larimer,10/25/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Iowa,Woodbury,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Woodbury,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Woodbury,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Bremer,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Dickinson,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Dickinson,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Dickinson,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Dickinson,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Dickinson,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Arkansas,Jefferson,11/21/2022,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,AR Dept of Ag
Oregon,Coos,11/21/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Minnesota,Kanabec,10/25/2022,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Kanabec,10/25/2022,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Minnesota,St. Louis,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Carlton,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Minnesota,Carlton,10/25/2022,EA H5,Northern pintail,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Stearns,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Chisago,10/25/2022,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5 mixed,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Wright,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,10/25/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,10/25/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,10/25/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Carlton,10/25/2022,EA H5 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Minnesota,Chisago,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Guthrie,10/25/2022,EA H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Minnesota,Cass,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Jackson,10/25/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Minnesota,Big Stone,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Clay,10/25/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Clay,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Clay,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Clay,10/25/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Clay,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Monroe,10/25/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Guthrie,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA/AM H5N1,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Iowa,Louisa,10/25/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Louisa,10/25/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Guthrie,10/25/2022,EA H5,Wood duck,Wild bird,Live bird,NWDP
Oregon,Columbia,11/21/2022,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Marion,11/21/2022,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Multnomah,11/21/2022,EA H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,OR DFW
Florida,Sarasota,11/21/2022,EA/AM H5N1,Black skimmer,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Sarasota,11/21/2022,EA/AM H5N1,Muscovy duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Broward,11/21/2022,EA/AM H5N1,Fish crow,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Broward,11/21/2022,EA/AM H5N1,Fish crow,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Broward,11/21/2022,EA/AM H5N1,Brown pelican,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Broward,11/21/2022,EA/AM H5N1,Fish crow,Wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Clallam,11/21/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WA DFW
Washington,Thurston,11/21/2022,EA H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,WA DFW
Iowa,Jackson,11/28/2022,EA H5N1,Wood duck,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA/AM H5N1,Ring-necked duck,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,Wood duck,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,Mallard,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,Wood duck,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,Mallard,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,American green-winged teal,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,11/28/2022,EA H5N1,Mallard,Wild bird,Hunter Harvest,NWDP
Nebraska,York,11/21/2022,EA/AM H5N1,House sparrow,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Marshall,11/02/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,SCWDS
Minnesota,Marshall,11/02/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Live bird,SCWDS
Minnesota,Marshall,11/02/2022,EA H5,Blue-winged teal,Wild bird,Live bird,SCWDS
Minnesota,Marshall,11/02/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Live bird,SCWDS
Vermont,Addison,11/29/2022,EA H5N1,Wood duck,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Wood duck,Wild bird,Live bird,NWDP
Vermont,Addison,11/29/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Kansas,Johnson,10/17/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
South Carolina,Aiken,11/03/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,SC DNR/SCWDS
South Carolina,Aiken,11/03/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,SC DNR/SCWDS
South Carolina,Aiken,11/03/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,SC DNR/SCWDS
Kentucky,Jefferson,10/17/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,KY DFW/SCWDS
Kentucky,Jefferson,10/17/2022,EA H5,Duck (unidentified),Wild bird,Morbidity/Mortality,KY DFW/SCWDS
Kentucky,Jefferson,10/17/2022,EA H5,Duck (unidentified),Wild bird,Morbidity/Mortality,KY DFW/SCWDS
North Carolina,Chatham,11/03/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Durham,11/08/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
Georgia,McDuffie,11/08/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
South Carolina,Spartanburg,11/17/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,SC DNR/SCWDS
South Carolina,Spartanburg,11/17/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,SC DNR/SCWDS
North Carolina,Haywood,11/17/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Wake,11/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Wake,11/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Onslow,11/17/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Granville,11/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Rutherford,11/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Rutherford,11/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
